id,displayname,fullname,searchname,gender,generation,teachers,students,specifiedteachers,specifiedstudents,info,hadiths,notes
11016,al-Hasan al-Baṣri,al-Hasan al-Baṣri,al-Hasan al-Basri,male,,10737,,,,"Son of Khayrah Um al-Hasan al-Baṣri, and famous scholar from Iraq",,
11065,Hishām ibn ʿUrwah,Hishām ibn ʿUrwah ibn az-Zubayr ibn al-ʿAwwām,Hisham ibn Urwah ibn az-Zubayr ibn al-Awwam,male,,"10511, 10526",20001,,,Son of ʿUrwah ibn al-Zubayr and great-nephew of ʿAʾishah bint Abi Bakr,,
11164,Sālim ibn Abi Umayyah,Sālim ibn Abi Umayyah Abi an-Naḍr,Salim ibn Abi Umayyah Abi an-Nadr,male,,10567,20001,,,,,
11168,Saʿīd ibn Abi Saʿīd,Saʿīd ibn Abi Saʿīd Kaysān,Said ibn Abi Said Kaysan,male,,10567,20001,,,,,
11201,ʿUbaydullāh ibn ʿUmar,ʿUbaydullāh ibn ʿUmar ibn Ḥafṣ ibn ʿĀṣim ibn ʿUmar ibn al-Khaṭṭāb,Ubaydullah ibn Umar ibn Hafs ibn Asim ibn Umar ibn al-Khattab,male,,11014,,,,Great-great-great grandson of ʿUmar ibn al-Khaṭṭāb,,
11394,al-Musayyib ibn Rāfiʿ,al-Musayyib ibn Rāfiʿ al-Asadi,al-Musayyib ibn Rafi al-Asadi,male,,"18400, 59, 11396",,,,,,
11396,Maʿbad ibn Khālid,Maʿbad ibn Khālid al-Jadli,Mabad ibn Khalid al-Jadli,male,,4109,11394,,,,,
11455,ʿAmrah bint ʿAbd ur-Raḥmān,ʿAmrah bint ʿAbd ur-Raḥmān ibn Saʿd ibn Zarārah,Amrah bint Abdur-Rahman ibn Sad ibn Zararah,female,,53,"10511, 4109",,,,,
11555,Ayman ibn Nabīl,Ayman ibn Nabīl,Ayman ibn Nabil,male,,10535,,,,,,
11811,Ṣafiyyah bint Abi ʿUbayd al-Thaqafi,Ṣafiyyah bint Abi ʿUbayd ibn Masʿūd al-Thaqafi,Safiyyah bint Abi Ubayd ibn Masud al-Thaqafi,female,,"53, 54, 56, 10535","18, 11014",,,Wife of Ābdullāh ibn ʿUmar ,,
11818,Ḥamzah ibn ʿAbdullāh ibn ʿUmar,Ḥamzah ibn ʿAbdullāh ibn ʿUmar ibn al-Khaṭṭāb,Hamzah ibn Abdullāh ibn Umar ibn al-Khattab,male,,"18, 53, 54",11013,,,Son of Ābdullāh ibn ʿUmar and therefore nephew of Ḥafṣah bint ʿUmar,,
11863,Ṭalḥah ibn Yaḥya,Ṭalḥah ibn Yaḥya ibn Ṭalḥah ibn ʿUbaydillāh,Talhah ibn Yahya ibn Ṭalhah ibn Ubaydillah,male,,10504,,,,Nephew of ʿAʾishah bint Ṭalḥah,,
13005,Umayyah ibn Ṣafwān,Umayyah ibn Ṣafwān ibn Umayyah,Umayyah ibn Safwan ibn Umayyah,male,,487,,,,,,
18400,Suwāʾ al-Khuzāʿī,Suwāʾ al-Khuzāʿī,Suwa al-Khuzai,male,,"53, 54, 56","11394, 54",,,,,
20001,Imām Mālik,Mālik ibn Anas,Malik ibn Anas,male,,"11013, 11014, 10530, 11164, 11168, 10530, 11002",,,,Founder of one of the four legal schools of thought in Sunni Islam,,
10520,ʿAbdullāh ibn ʿAbdur-Raḥmān ibn Abi Bakr,ʿAbdullāh ibn ʿAbdur-Raḥmān ibn Abi Bakr,Abdullah ibn Abdur-Rahman ibn Abi Bakr,male,,56,11819,,,The grandson of Abi Bakr and the nephew of ʿĀʾishah bint Abi Bakr,,
11819,Zayd ibn ʿAbdullāh ibn ʿUmar,Zayd ibn ʿAbdullāh ibn ʿUmar ibn al-Khaṭṭāb,Zayd ibn Abdullah ibn Umar ibn al-Khattab,male,,10520,11014,,,Son of ʿAbdullāh ibn ʿUmar ibn al-Khaṭṭāb,,
