id,displayname,fullname,searchname,gender,generation,teachers,students,specifiedteachers,specifiedstudents,info,hadiths,notes
10511,ʿUrwah ibn al-Zubayr,ʿUrwah ibn al-Zubayr ibn al-ʿAwwām,Urwah ibn al-Zubayr ibn al-Awwam,male,,,,"53, 11455","11013, 11065, 11002",Nephew of ʿAʾishah bint Abi Bakr,"https://isnad.io/hadith/12197, https://isnad.io/hadith/177, https://isnad.io/hadith/6327, https://isnad.io/hadith/3081",
10521,Ḥafṣah bint ʿAbdur-Raḥmān,Ḥafṣah bint ʿAbdur-Raḥmān ibn Abi Bakr,Hafsah bint Abdur-Rahman ibn Abi Bakr,female,,"53, 107",11204,53,,Granddaughter of Abu Bakr and therefore the niece of ʿĀʾishah,https://isnad.io/hadith/5315,
10526,Fāṭimah bint al-Munthir ibn al-Zubayr,Fāṭimah bint al-Munthir ibn al-Zubayr ibn al-ʿAwwām,Fatimah bint al-Munthir ibn al-Zubayr ibn al-Awwam,female,,"53, 56, 70",,53,11065,Wife of Hishām ibn ʿUrwah ibn al-Zubayr and great-niece of ʿĀʾishah bint Abi Bakr,https://isnad.io/hadith/644,"this hadith also traces back to asma, who narrates part of what aishah says"
10530,ʿAbdur-Raḥmān ibn al-Qāsim ,ʿAbdur-Raḥmān ibn al-Qāsim ibn Muḥammad ibn Abi Bakr,Abdur-Rahman ibn al-Qasim ibn Muhammad ibn Abi Bakr,male,,,,10535,20001,Son of al-Qāsim ibn Muḥammad and great-nephew of ʿAʾishah bint Abi Bakr,https://isnad.io/hadith/134,
10535,al-Qāsim ibn Muḥammad,al-Qāsim ibn Muḥammad ibn Abi Bakr,al-Qasim ibn Muhammad ibn Abi Bakr,male,,,,53,"11555, 10530, 11014",Nephew of ʿAʾishah bint Abi Bakr,https://isnad.io/hadith/6923,
10567,Abu Salamah ibn ʿAbdur-Raḥmān,Abu Salamah ibn ʿAbdur-Raḥmān,Abu Salamah ibn Abdur-Rahman,male,,,,53,"11013, 11164, 11168",,"https://isnad.io/hadith/178, https://isnad.io/hadith/165, https://isnad.io/hadith/4593, https://isnad.io/hadith/3618, https://isnad.io/hadith/4117",
10737,Khayrah Um al-Hasan al-Baṣri ,Khayrah Um al-Hasan al-Baṣri ,Khayrah Um al-Hasan al-Basri ,female,,,,53,11016,"Servant of Um Salamah and the mother of the famous scholar, Al-Hasan Al-Baṣri",https://isnad.io/hadith/1429,https://isnad.io/rawi/10737
11002,Saʿīd ibn al-Musayyib,Saʿīd ibn al-Musayyib ibn Ḥazn al-Qurashi al-Makhzūmi,Said ibn al-Musayyib ibn Hazn al-Qurashi al-Makhzumi,male,,,,"53, 10511",11013,One of the Seven Jurists (Fuqahāʿ) of Medina,"https://isnad.io/hadith/3081, https://isnad.io/hadith/6248, https://isnad.io/hadith/19547",he learned from many female teachers too. https://www.instagram.com/p/CkUtdYkDmzj/
11013,Ibn Shihāb az-Zuhri,Muḥammad ibn Muslim ibn ʿUbaydullāh ibn ʿAbdullāh ibn Shihāb al-Zuhri,Muhammad ibn Muslim ibn Ubaydullah ibn Abdullah ibn Shihab al-Zuhri,male,,,,"10511, 10567, 11002",,,"https://isnad.io/hadith/35, https://isnad.io/hadith/4593, https://isnad.io/hadith/6327, https://isnad.io/hadith/3081","(aka muhammad ibn muslim) via Urwah ibn az-zubayr, https://isnad.io/hadith/35 https://www.instagram.com/p/Cig6XMPAUHe/"
11014,Nāfiʿ Mawlā Ibn ʿUmar,Nāfiʿ Abu ʿAbdullāh Mawlā Ibn ʿUmar,Nafi Abu Abdullah Mawla Ibn Umar,male,,,,10535,11201,Servant of ʿAbdullāh ibn ʿUmar,https://isnad.io/hadith/6923,
11016,al-Hasan al-Baṣri,al-Hasan al-Baṣri,al-Hasan al-Basri,male,,,,10737,,"Son of Khayrah Um al-Hasan al-Baṣri, and famous scholar from Iraq",https://isnad.io/hadith/1429,
11065,Hishām ibn ʿUrwah,Hishām ibn ʿUrwah ibn az-Zubayr ibn al-ʿAwwām,Hisham ibn Urwah ibn az-Zubayr ibn al-Awwam,male,,,,"10511, 10526",20001,Son of ʿUrwah ibn al-Zubayr and great-nephew of ʿAʾishah bint Abi Bakr,"https://isnad.io/hadith/12197, https://isnad.io/hadith/644",
11164,Sālim ibn Abi Umayyah,Sālim ibn Abi Umayyah Abi an-Naḍr,Salim ibn Abi Umayyah Abi an-Nadr,male,,,,10567,20001,,https://isnad.io/hadith/3618,
11168,Saʿīd ibn Abi Saʿīd,Saʿīd ibn Abi Saʿīd Kaysān,Said ibn Abi Said Kaysan,male,,,,10567,20001,,https://isnad.io/hadith/4117,
11201,ʿUbaydullāh ibn ʿUmar,ʿUbaydullāh ibn ʿUmar ibn Ḥafṣ ibn ʿĀṣim ibn ʿUmar ibn al-Khaṭṭāb,Ubaydullah ibn Umar ibn Hafs ibn Asim ibn Umar ibn al-Khattab,male,,,,11014,,Great-great-great grandson of ʿUmar ibn al-Khaṭṭāb,https://isnad.io/hadith/6923,
11394,al-Musayyib ibn Rāfiʿ,al-Musayyib ibn Rāfiʿ al-Asadi,al-Musayyib ibn Rafi al-Asadi,male,,"18400, 59",,18400,,,https://isnad.io/hadith/25229,
11455,ʿAmrah bint ʿAbd ur-Raḥmān,ʿAmrah bint ʿAbd ur-Raḥmān ibn Saʿd ibn Zarārah,Amrah bint Abdur-Rahman ibn Sad ibn Zararah,female,,,,53,"10511, 4109",,"https://isnad.io/hadith/14555, https://isnad.io/hadith/257",she also taught urwah ibn az-zubayr (not sure if the hadith she taught him came from aishah or not tho)
11555,Ayman ibn Nabīl,Ayman ibn Nabīl,Ayman ibn Nabil,male,,,,10535,,,https://isnad.io/hadith/112,
11811,Ṣafiyyah bint Abi ʿUbayd al-Thaqafi,Ṣafiyyah bint Abi ʿUbayd ibn Masʿūd al-Thaqafi,Safiyyah bint Abi Ubayd ibn Masud al-Thaqafi,female,,"53, 54, 56, 10535",,53,18,Wife of Ābdullāh ibn ʿUmar ,https://isnad.io/hadith/24795,
11818,Ḥamzah ibn ʿAbdullāh ibn ʿUmar,Ḥamzah ibn ʿAbdullāh ibn ʿUmar ibn al-Khaṭṭāb,Hamzah ibn Abdullāh ibn Umar ibn al-Khattab,male,,"18, 53, 54",11013,53,,Son of Ābdullāh ibn ʿUmar and therefore nephew of Ḥafṣah bint ʿUmar,https://isnad.io/hadith/1253,
11863,Ṭalḥah ibn Yaḥya,Ṭalḥah ibn Yaḥya ibn Ṭalḥah ibn ʿUbaydillāh,Talhah ibn Yahya ibn Ṭalhah ibn Ubaydillah,male,,,,10504,,Nephew of ʿAʾishah bint Ṭalḥah,https://isnad.io/hadith/22187,
18400,Suwāʾ al-Khuzāʿī,Suwāʾ al-Khuzāʿī,Suwa al-Khuzai,male,,"53, 54, 56",,53,11394,,https://isnad.io/hadith/25229,
20001,Imām Mālik,Mālik ibn Anas,Malik ibn Anas,male,,"11013, 11014",,"10530, 11164, 11168, 10530",,Founder of one of the four legal schools of thought in Sunni Islam,"https://isnad.io/hadith/134, https://isnad.io/hadith/3618, https://isnad.io/hadith/4117, https://isnad.io/hadith/644",
