id,displayname,fullname,searchname,gender,generation,teachers,students,specifiedteachers,specifiedstudents,info,hadiths,notes
34,Jābir ibn ʿAbdullāh,Jābir ibn ʿAbdullāh ibn ʿAmr ibn Thaʿlabah,Jabir ibn Abdullāh ibn Amr ibn Thalabah,male,,11811,,11811,,,http://qaalarasulallah.com/hadith.php?ID=5&Rows=1&SID=1293&head=Sunan%20Ibn%20Majah%20[Narrated%20by%20Umm%20Mubashir%20al-Ansariyya%20%D8%A3%D9%85%20%D9%85%D8%A8%D8%B4%D8%B1%20%D8%A7%D9%84%D8%A3%D9%86%D8%B5%D8%A7%D8%B1%D9%8A%D8%A9],hafsah's student's student - he wasn't able to participate in the battle of badr acc to muslimscholars so subhanAllah he narrated this hadith from Hafsah
3048,al-Sāʾib ibn Yazīd,al-Sāʾib ibn Yazīd al-Kundi,al-Saib ibn Yazid al-Kundi,male,,,,5295,11013,,"http://qaalarasulallah.com/hadith.php?ID=3&Rows=3&SID=5295&head=Jami%27%20al-Tirmidhi%20[Narrated%20by%20al-Mtlb%20bin%20Abi%20Wda%27h%20%D8%A7%D9%84%D9%85%D8%B7%D9%84%D8%A8%20%D8%A8%D9%86%20%D8%A3%D8%A8%D9%8A%20%D9%88%D8%AF%D8%A7%D8%B9%D8%A9%20%D8%A7%D9%84%D8%AD%D8%A7%D8%B1%D8%AB], http://qaalarasulallah.com/hadith.php?ID=4&Rows=2&SID=5295&head=Sunan%20an-Nasa%27i%20[Narrated%20by%20al-Mtlb%20bin%20Abi%20Wda%27h%20%D8%A7%D9%84%D9%85%D8%B7%D9%84%D8%A8%20%D8%A8%D9%86%20%D8%A3%D8%A8%D9%8A%20%D9%88%D8%AF%D8%A7%D8%B9%D8%A9%20%D8%A7%D9%84%D8%AD%D8%A7%D8%B1%D8%AB]",student's student
11013,Ibn Shihāb az-Zuhri,Muḥammad ibn Muslim ibn ʿUbaydullāh ibn ʿAbdullāh ibn Shihāb al-Zuhri,Muhammad ibn Muslim ibn Ubaydullah ibn Abdullah ibn Shihab al-Zuhri,male,,,,"3048, 11818",20001,,"https://isnad.io/hadith/22202, http://qaalarasulallah.com/hadith.php?ID=3&Rows=3&SID=5295&head=Jami%27%20al-Tirmidhi%20[Narrated%20by%20al-Mtlb%20bin%20Abi%20Wda%27h%20%D8%A7%D9%84%D9%85%D8%B7%D9%84%D8%A8%20%D8%A8%D9%86%20%D8%A3%D8%A8%D9%8A%20%D9%88%D8%AF%D8%A7%D8%B9%D8%A9%20%D8%A7%D9%84%D8%AD%D8%A7%D8%B1%D8%AB], http://qaalarasulallah.com/hadith.php?ID=4&Rows=2&SID=5295&head=Sunan%20an-Nasa%27i%20[Narrated%20by%20al-Mtlb%20bin%20Abi%20Wda%27h%20%D8%A7%D9%84%D9%85%D8%B7%D9%84%D8%A8%20%D8%A8%D9%86%20%D8%A3%D8%A8%D9%8A%20%D9%88%D8%AF%D8%A7%D8%B9%D8%A9%20%D8%A7%D9%84%D8%AD%D8%A7%D8%B1%D8%AB]","student's student's student - sometimes referred to as muhammad ibn muslim, sometimes az-zhuri, sometimes ibn shihab, sometimes ibn shihab az-zuhri"
20001,Imām Mālik,Mālik ibn Anas,Malik ibn Anas,male,,,,"11013, 11014, 10530",,Founder of one of the four legal schools of thought in Sunni Islam,"https://isnad.io/hadith/1953, https://isnad.io/hadith/1953, http://qaalarasulallah.com/hadith.php?ID=3&Rows=3&SID=5295&head=Jami%27%20al-Tirmidhi%20[Narrated%20by%20al-Mtlb%20bin%20Abi%20Wda%27h%20%D8%A7%D9%84%D9%85%D8%B7%D9%84%D8%A8%20%D8%A8%D9%86%20%D8%A3%D8%A8%D9%8A%20%D9%88%D8%AF%D8%A7%D8%B9%D8%A9%20%D8%A7%D9%84%D8%AD%D8%A7%D8%B1%D8%AB], http://qaalarasulallah.com/hadith.php?ID=4&Rows=2&SID=5295&head=Sunan%20an-Nasa%27i%20[Narrated%20by%20al-Mtlb%20bin%20Abi%20Wda%27h%20%D8%A7%D9%84%D9%85%D8%B7%D9%84%D8%A8%20%D8%A8%D9%86%20%D8%A3%D8%A8%D9%8A%20%D9%88%D8%AF%D8%A7%D8%B9%D8%A9%20%D8%A7%D9%84%D8%AD%D8%A7%D8%B1%D8%AB]",student's student's student's student
13005,Umayyah ibn Ṣafwān,Umayyah ibn Ṣafwān ibn Umayyah,Umayyah ibn Safwan ibn Umayyah,male,,,,487,,"Brother of ʿAbdullāh ibn Ṣafwān, the student of Ḥafsah bint ʿUmar",https://isnad.io/hadith/13999,student's student
11396,Maʿbad ibn Khālid,Maʿbad ibn Khālid al-Jadli,Mabad ibn Khalid al-Jadli,male,,,,4109,11394,,https://isnad.io/hadith/18181,student's student
11394,al-Musayyib ibn Rāfiʿ,al-Musayyib ibn Rāfiʿ al-Asadi,al-Musayyib ibn Rafi al-Asadi,male,,"18400, 59",,11396,,,https://isnad.io/hadith/18181,student's student's student
11014,Nāfiʿ Mawlā Ibn ʿUmar,Nāfiʿ Abu ʿAbdullāh Mawlā Ibn ʿUmar,Nafi Abu Abdullah Mawla Ibn Umar,male,,,,"18, 11811","20001, 11201",Servant of ʿAbdullāh ibn ʿUmar,"https://isnad.io/hadith/29518, https://isnad.io/hadith/24795, https://isnad.io/hadith/1953, https://isnad.io/hadith/233",student
71,Um ʿAṭiyyah al-Anṣāriyyah,Nasībah bint al-Ḥārith Um ʿAṭiyyah al-Anṣāriyyah,Nasibah bint al-Harith Um Atiyyah al-Ansariyyah,female,,"1, 3","19, 11035, 11039, 19549",1,54,"She helped Ḥafṣah bint ʿUmar wash the body of Zaynab, the daughter of the Prophet ﷺ","https://isnad.io/hadith/23958, https://isnad.io/hadith/23957, https://isnad.io/hadith/23949, https://isnad.io/hadith/28409",teacher
11201,ʿUbaydullāh ibn ʿUmar,ʿUbaydullāh ibn ʿUmar ibn Ḥafṣ ibn ʿĀṣim ibn ʿUmar ibn al-Khaṭṭāb,Ubaydullah ibn Umar ibn Hafs ibn Asim ibn Umar ibn al-Khattab,male,,,,11014,,Great-great-great grandson of ʿUmar ibn al-Khaṭṭāb,https://isnad.io/hadith/233,
