id,displayname,fullname,searchname,gender,generation,teachers,students,specifiedteachers,specifiedstudents,info,hadiths,notes
11013,Ibn Shihāb az-Zuhri,Muḥammad ibn Muslim ibn ʿUbaydullāh ibn ʿAbdullāh ibn Shihāb al-Zuhri,Muhammad ibn Muslim ibn Ubaydullah ibn Abdullah ibn Shihab al-Zuhri,male,,,,"10511, 10567, 11002, 11455",,,"http://qaalarasulallah.com/hadith.php?ID=2&Rows=7&SID=59&head=Sunan%20Abi%20Da%27ud%20[Narrated%20by%20Umm%20Habibah%20bint%20Abi%20Sufyan%20%D8%A3%D9%85%20%D8%AD%D8%A8%D9%8A%D8%A8%D8%A9%20,%D8%B1%D9%85%D9%84%D8%A9%20%D8%A8%D9%86%D8%AA%20%D8%A3%D8%A8%D9%8A%20%D8%B3%D9%81%D9%8A%D8%A7%D9%86]","(aka muhammad ibn muslim) via Urwah ibn az-zubayr, https://isnad.io/hadith/35 https://www.instagram.com/p/Cig6XMPAUHe/"
11014,Nāfiʿ Mawlā Ibn ʿUmar,Nāfiʿ Abu ʿAbdullāh Mawlā Ibn ʿUmar,Nafi Abu Abdullah Mawla Ibn Umar,male,,,,10535,11201,Servant of ʿAbdullāh ibn ʿUmar,https://isnad.io/hadith/6923,
11016,al-Hasan al-Baṣri,al-Hasan al-Baṣri,al-Hasan al-Basri,male,,,,10737,,"Son of Khayrah Umm al-Hasan al-Baṣri, and famous scholar from Iraq",https://isnad.io/hadith/1429,
11065,Hishām ibn ʿUrwah,Hishām ibn ʿUrwah ibn az-Zubayr ibn al-ʿAwwām,Hisham ibn Urwah ibn az-Zubayr ibn al-Awwam,male,,,,"10511, 10526","20001, 20318, 20377, 11107",Son of ʿUrwah ibn al-Zubayr and great-nephew of ʿAʾishah bint Abi Bakr,"https://isnad.io/hadith/12197, https://isnad.io/hadith/644",
11107,Ibn Isḥāq,Muḥammad ibn Isḥāq ibn Yassār,Muhammad ibn Ishaq ibn Yassar,male,,,,"11065, 11011",,"8th century author of the famous Sīrat Rasūlullah, a biography of the Prophet Muḥammad ﷺ ",http://qaalarasulallah.com/hadith.php?ID=2&Rows=165&SID=11107&head=Sunan%20Abi%20Da%27ud%20[Narrated%20by%20Ibn%20Ishaq%20%D9%85%D8%AD%D9%85%D8%AF%20%D8%A8%D9%86%20%D8%A5%D8%B3%D8%AD%D8%A7%D9%82%20%D8%A8%D9%86%20%D9%8A%D8%B3%D8%A7%D8%B1%E2%80%8E],
11164,Sālim ibn Abi Umayyah,Sālim ibn Abi Umayyah Abi an-Naḍr,Salim ibn Abi Umayyah Abi an-Nadr,male,,,,10567,20001,,https://isnad.io/hadith/3618,
11168,Saʿīd ibn Abi Saʿīd,Saʿīd ibn Abi Saʿīd Kaysān,Said ibn Abi Said Kaysan,male,,,,10567,20001,,https://isnad.io/hadith/4117,
11201,ʿUbaydullāh ibn ʿUmar,ʿUbaydullāh ibn ʿUmar ibn Ḥafṣ ibn ʿĀṣim ibn ʿUmar ibn al-Khaṭṭāb,Ubaydullah ibn Umar ibn Hafs ibn Asim ibn Umar ibn al-Khattab,male,,,,11014,,Great-great-great grandson of ʿUmar ibn al-Khaṭṭāb,https://isnad.io/hadith/6923,
11394,al-Musayyib ibn Rāfiʿ,al-Musayyib ibn Rāfiʿ al-Asadi,al-Musayyib ibn Rafi al-Asadi,male,,"18400, 59",,18400,,,https://isnad.io/hadith/25229,
11455,ʿAmrah bint ʿAbd ur-Raḥmān,ʿAmrah bint ʿAbd ur-Raḥmān ibn Saʿd ibn Zarārah,Amrah bint Abdur-Rahman ibn Sad ibn Zararah,female,,,,"53, 59","10511, 4109",,"https://isnad.io/hadith/14555, https://isnad.io/hadith/257",she also taught urwah ibn az-zubayr (not sure if the hadith she taught him came from aishah or not tho)
11555,Ayman ibn Nabīl,Ayman ibn Nabīl,Ayman ibn Nabil,male,,,,10535,,,https://isnad.io/hadith/112,
11811,Ṣafiyyah bint Abi ʿUbayd al-Thaqafi,Ṣafiyyah bint Abi ʿUbayd ibn Masʿūd al-Thaqafi,Safiyyah bint Abi Ubayd ibn Masud al-Thaqafi,female,,"53, 54, 56, 10535",,53,18,Wife of Ābdullāh ibn ʿUmar ,https://isnad.io/hadith/24795,
11818,Ḥamzah ibn ʿAbdullāh ibn ʿUmar,Ḥamzah ibn ʿAbdullāh ibn ʿUmar ibn al-Khaṭṭāb,Hamzah ibn Abdullāh ibn Umar ibn al-Khattab,male,,"18, 53, 54",11013,53,,Son of Ābdullāh ibn ʿUmar and therefore nephew of Ḥafṣah bint ʿUmar,https://isnad.io/hadith/1253,
11863,Ṭalḥah ibn Yaḥya,Ṭalḥah ibn Yaḥya ibn Ṭalḥah ibn ʿUbaydillāh,Talhah ibn Yahya ibn Ṭalhah ibn Ubaydillah,male,,,,10504,,Nephew of ʿAʾishah bint Ṭalḥah,https://isnad.io/hadith/22187,
18400,Suwāʾ al-Khuzāʿī,Suwāʾ al-Khuzāʿī,Suwa al-Khuzai,male,,"53, 54, 56",,53,11394,,https://isnad.io/hadith/25229,
20001,Imām Mālik,Mālik ibn Anas,Malik ibn Anas,male,,"11013, 11014",,"10530, 11164, 11168, 10530",,Founder of one of the four legal schools of thought in Sunni Islam,"https://isnad.io/hadith/134, https://isnad.io/hadith/3618, https://isnad.io/hadith/4117, https://isnad.io/hadith/644",
20029,ʿAbdullāh ibn Wahb,ʿAbdullāh ibn Wahb ibn Muslim,Abdullah ibn Wahb ibn Muslim,male,,,,20377,30007,,http://qaalarasulallah.com/hadith.php?ID=0&Rows=15&SID=30007&head=Sahih%20Bukhari%20[Narrated%20by%20Ahmad%20bin%20Hanbal%20%D8%A3%D8%AD%D9%85%D8%AF%20%D8%A8%D9%86%20%D8%AD%D9%86%D8%A8%D9%84],
20318,Ḥammād ibn Usāmah,Abu Usāmah Ḥammād ibn Usāmah,Abu Usamah Hammad ibn Usamah,male,,,,11065,,,http://qaalarasulallah.com/hadith.php?ID=0&Rows=21&SID=10526&head=Sahih%20Bukhari%20[Narrated%20by%20Fatima%20bint%20al-Mundhir%20bin%20al-Zubayr%20%D9%81%D8%A7%D8%B7%D9%85%D8%A9%20%D8%A8%D9%86%D8%AA%20%D8%A7%D9%84%D9%85%D9%86%D8%B0%D8%B1%20%D8%A8%D9%86%20%D8%A7%D9%84%D8%B2%D8%A8%D9%8A%D8%B1],
20377,ʿAmr ibn al-Ḥārith,ʿAmr ibn al-Ḥārith ibn Yaʿqūb,Amr ibn al-Harith ibn Yaqub,male,,,,11065,20029,,http://qaalarasulallah.com/hadith.php?ID=0&Rows=15&SID=30007&head=Sahih%20Bukhari%20[Narrated%20by%20Ahmad%20bin%20Hanbal%20%D8%A3%D8%AD%D9%85%D8%AF%20%D8%A8%D9%86%20%D8%AD%D9%86%D8%A8%D9%84],
30007,Aḥmad ibn Ḥanbal,Aḥmad ibn Ḥanbal,Ahmad ibn Hanbal,male,,,,20029,,Founder of one of the four legal schools of thought in Sunni Islam: the Hanbali mathhab,http://qaalarasulallah.com/hadith.php?ID=0&Rows=15&SID=30007&head=Sahih%20Bukhari%20[Narrated%20by%20Ahmad%20bin%20Hanbal%20%D8%A3%D8%AD%D9%85%D8%AF%20%D8%A8%D9%86%20%D8%AD%D9%86%D8%A8%D9%84],
11565,Manṣūr ibn ʿAbdur-Raḥmān,Manṣūr ibn ʿAbdur-Raḥmān ibn Wahb ibn ʿUthmān ibn Ṭalḥah,Mansur ibn Abdur-Rahman ibn Wahb ibn Uthman ibn Talhah,male,,,,2802,,"Son of Ṣafiyyah bint Shaybah, sometimes referred to as Manṣur ibn Ṣafiyyah","http://qaalarasulallah.com/hadith.php?ID=4&Rows=5&SID=11565&head=Sunan%20an-Nasa%27i%20[Narrated%20by%20Mansur%20bin%20%27Abdur%20Rahman%20bin%20Talha%20%D9%85%D9%86%D8%B5%D9%88%D8%B1%20%D8%A8%D9%86%20%D8%B9%D8%A8%D8%AF%20%D8%A7%D9%84%D8%B1%D8%AD%D9%85%D9%86%20%D8%A8%D9%86%20%D8%B7%D9%84%D8%AD%D8%A9%20%D8%A7%D9%84%D8%AD%D8%AC%D8%A8%D9%8A], http://qaalarasulallah.com/hadith.php?ID=5&Rows=9&SID=2802&head=Sunan%20Ibn%20Majah%20[Narrated%20by%20Safiyya%20bint%20Shayba%20bin%20%27Uthman%20%D8%B5%D9%81%D9%8A%D8%A9%20%D8%A8%D9%86%D8%AA%20%D8%B4%D9%8A%D8%A8%D8%A9%20%D8%A8%D9%86%20%D8%B9%D8%AB%D9%85%D8%A7%D9%86%20%D8%A7%D9%84%D8%B9%D8%A8%D8%AF%D8%B1%D9%8A%D8%A9]",
11011,Sālim ibn ʿAbdullāh ibn ʿUmar,Sālim ibn ʿAbdullāh ibn ʿUmar ibn al-Khaṭṭāb,Salim ibn Abdullah ibn Umar ibn al-Khattab,male,,,,18,11107,Son of ʿAbdullah ibn ʿUmar ibn al-Khaṭṭāb,http://qaalarasulallah.com/hadith.php?ID=2&Rows=56&SID=11011&head=Sunan%20Abi%20Da%27ud%20[Narrated%20by%20Salim%20bin%20%27Abdullah%20bin%20%27Umar%20%D8%B3%D8%A7%D9%84%D9%85%20%D8%A8%D9%86%20%D8%B9%D8%A8%D8%AF%20%D8%A7%D9%84%D9%84%D9%87%20%D8%A8%D9%86%20%D8%B9%D9%85%D8%B1%20%D8%A8%D9%86%20%D8%A7%D9%84%D8%AE%D8%B7%D8%A7%D8%A8],
11723,Muʿāwiyah ibn Isḥāq,Muʿāwiyah ibn Isḥāq ibn Ṭalḥah ibn ʿUbaydillāh,Muawiyah ibn Ishaq ibn Talhah ibn Ubaydillah,male,,,,10504,20012,Nephew of ʿĀʾishah bint Ṭalḥah,http://qaalarasulallah.com/hadith.php?ID=0&Rows=5&SID=10504&head=Sahih%20Bukhari%20[Narrated%20by%20%27Aisha%20bint%20Talha%20%D8%B9%D8%A7%D8%A6%D8%B4%D8%A9%20%D8%A8%D9%86%D8%AA%20%D8%B7%D9%84%D8%AD%D8%A9%20%D8%A8%D9%86%20%D8%B9%D8%A8%D9%8A%D8%AF%20%D8%A7%D9%84%D9%84%D9%87%20%D8%A7%D9%84%D8%AA%D9%8A%D9%85%D9%89],
20012,Sufyān al-Thawri,Sufyān ibn Saʾīd al-Thawri,Sufyan ibn Said al-Thawri,male,,,,11723,,"8th century jurist, author, ascetic, and hafiẓ ",http://qaalarasulallah.com/hadith.php?ID=0&Rows=5&SID=10504&head=Sahih%20Bukhari%20[Narrated%20by%20%27Aisha%20bint%20Talha%20%D8%B9%D8%A7%D8%A6%D8%B4%D8%A9%20%D8%A8%D9%86%D8%AA%20%D8%B7%D9%84%D8%AD%D8%A9%20%D8%A8%D9%86%20%D8%B9%D8%A8%D9%8A%D8%AF%20%D8%A7%D9%84%D9%84%D9%87%20%D8%A7%D9%84%D8%AA%D9%8A%D9%85%D9%89],
11255,ʿAbdul Ḥamīd ibn Jubayr,ʿAbdul Ḥamīd ibn Jubayr ibn Shaybah,Abdul Hamid ibn Jubayr ibn Shaybah,male,,,,2802,,Nephew of Ṣafiyyah bint Shaybah,http://qaalarasulallah.com/hadith.php?ID=1&Rows=5&SID=11255&head=Sahih%20Muslim%20[Narrated%20by%20%27Abdul%20Hameed%20bin%20Jubayr%20bin%20Shayba%20%D8%B9%D8%A8%D8%AF%20%D8%A7%D9%84%D8%AD%D9%85%D9%8A%D8%AF%20%D8%A8%D9%86%20%D8%AC%D8%A8%D9%8A%D8%B1%20%D8%A8%D9%86%20%D8%B4%D9%8A%D8%A8%D8%A9%20%D8%A8%D9%86%20%D8%B9%D8%AB%D9%85%D8%A7%D9%86],
